id_hecho,tipo_hecho,provincia_nombre,departamento_nombre,fecha_hecho,hora_hecho,cant_inculpados,cant_victimas,tipo_lugar,tipo_lugar_otro,tipo_lugar_ampliado,clase_arma,clase_arma_otro,en_ocasion_otro_delito,en_ocasion_otro_delito_otro,victima_sexo,victima_identidad_genero,victima_identidad_genero_otro,victima_clase,victima_clase_otro,victima_situacion_ocupacional,victima_situacion_ocupacional_otro,victima_relacion,victima_edad,inculpado_sexo,inculpado_identidad_genero,inculpado_edad,inculpado_clase,inculpado_relacion
12532,HD M,San Luis,Chacabuco,9/5/2022,22:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,No,50-54,M,M,25-29,C,No
12533,HD M,San Luis,La Capital,1/6/2022,7:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Changarín,---------,No,15-19,M,M,40-44,C,No
12534,HD M,San Luis,General Pedernera,6/6/2022,16:00:00,2,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,Hermano/a,55-59,M,M,50-54,C,Otros vínculos familiares
12535,HD M,Jujuy,Ledesma,9/1/2022,9:40:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,No,20-24,M,M,30-34,C,No
12536,HD M,Jujuy,Ledesma,1/1/2022,13:10:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,No,30-34,M,M,25-29,C,No
12537,HD F Cis Trans Travesti-Femicidio,Jujuy,Santa Catalina,24/2/2022,17:00:00,1,1,Vía pública,,Vía pública,Objeto contundente,,No,,F,F,-----------,C,-------,Trabajador cuenta propia,---------,Conyuge/ pareja,50-54,M,M,55-59,C,Conyuge/ pareja
12538,HD M,Chaco,12 de octubre,1/1/2022,5:55:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,20-24,M,M,20-24,C,No
12539,HD M,Chaco,Mayor Luis J. Fontana,12/1/2022,9:00:00,2,1,Comercio,,Comercio,Objeto contundente,,No,,M,M,-----------,C,-------,Desocupado,---------,No,70-74,M,M,25-29,C,No
12540,HD M,Chaco,O' Higgins,1/1/2022,2:00:00,1,1,Otro lugar,Zona rural,Campo/descampado/zona rural,Golpes,,No,,M,M,-----------,C,-------,Desocupado,---------,No,20-24,M,M,25-29,C,No
12541,HD F Cis Trans Travesti-Femicidio,Chaco,O' Higgins,9/1/2022,21:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Desocupado,---------,Ex conyuge / ex pareja,30-34,M,M,45-49,C,Ex conyuge / ex pareja
12542,HD M,Chaco,San Fernando,8/1/2022,1:40:00,3,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,45-49,M,M,45-49,C,No
12543,HD M,Chaco,San Fernando,15/1/2022,17:30:00,2,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,40-44,M,M,25-29,C,No
12544,HD M,Chaco,Comandante Fernández,13/2/2022,16:30:00,1,1,Cárcel o comisaría,,Cárcel o comisaría,Arma blanca,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,SD,45-49,SD,SD,SD,SD,SD
12545,HD M,Chaco,San Fernando,19/2/2022,5:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,30-34,M,M,35-39,C,No
12546,HD M,Chaco,San Fernando,15/2/2022,10:40:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,20-24,M,M,20-24,C,No
12547,HD M,Chaco,Sargento Cabral,14/2/2022,21:45:00,3,1,Domicilio particular,,Domicilio particular,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,No,65-69,M,M,40-44,C,No
12548,HD F Cis Trans Travesti-Femicidio,Chaco,General Güemes,20/3/2022,3:30:00,1,1,Otro lugar,Cementerio,Otro lugar,Objeto contundente,,No,,F,F,-----------,C,-------,SD,---------,No,15-19,M,M,20-24,C,No
12549,HD M,Chaco,Libertador General San Martín,5/3/2022,4:50:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,25-29,M,M,25-29,C,No
12550,HD M,Chaco,9 de julio,2/3/2022,22:30:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,15-19,C,No
12551,HD M,Chaco,San Fernando,19/3/2022,4:25:00,2,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,35-39,M,M,20-24,C,No
12552,HD M,Chaco,San Fernando,29/3/2022,19:00:00,4,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,15-19,M,M,SD,C,No
12553,HD M,Chaco,San Fernando,19/3/2022,23:55:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,No,15-19,M,M,15-19,C,No
12554,HD M,Chaco,Comandante Fernández,22/4/2022,17:35:00,1,1,Cárcel o comisaría,,Cárcel o comisaría,Arma blanca,,No,,M,M,-----------,C detenido,-------,- Detenido,---------,No,25-29,M,M,25-29,C,No
12555,HD M,Chaco,Comandante Fernández,3/4/2022,6:45:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,40-44,M,M,SD,C,No
12556,HD F Cis Trans Travesti-Femicidio,Chaco,9 de julio,22/4/2022,12:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F,-----------,C,-------,Empleado de otros sectores,---------,Ex conyuge / ex pareja,30-34,M,M,30-34,C,Ex conyuge / ex pareja
12557,HD M,Chaco,Maipú,9/5/2022,23:00:00,3,1,Otro lugar,Cancha de basquet,Canchas/club,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,SD,15-19,M,M,SD,C,SD
12558,HD F Cis Trans Travesti-Femicidio,Chaco,Mayor Luis J. Fontana,26/5/2022,20:30:00,1,1,Otro lugar,Campo,Campo/descampado/zona rural,Ahorcamiento / asfixia,,No,,F,F,-----------,C,-------,Empleado de otros sectores,Enfermera,Ex conyuge / ex pareja,45-49,M,M,45-49,C,Ex conyuge / ex pareja
12559,HD M,Chaco,Comandante Fernández,12/6/2022,7:35:00,2,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,Desocupado,---------,No,40-44,M,M,35-39,C,No
12560,HD M,Chaco,Comandante Fernández,12/6/2022,13:45:00,4,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,Desocupado,---------,No,35-39,M,M,45-49,C,No
12561,HD M,Chaco,General Güemes,11/6/2022,6:45:00,2,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,20-24,M,M,20-24,C,No
12562,HD M,Chaco,San Fernando,12/6/2022,0:35:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,20-24,M,M,45-49,C,No
12563,HD M,Chaco,25 de mayo,13/6/2022,19:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,30-34,M,M,40-44,C,No
12564,HD M,Chaco,Almirante Brown,19/7/2022,20:00:00,1,1,Otro lugar,Campo/descampado/zona rural,Campo/descampado/zona rural,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,Hermano/a,20-24,M,M,15-19,C,Hermano/a
12565,HD F Cis Trans Travesti-Femicidio,Chaco,Fray Justo Santa María de Oro,24/7/2022,16:20:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,SD,---------,Conyuge/ pareja,35-39,M,M,40-44,C,Conyuge/ pareja
12566,HD M,Chaco,Libertador General San Martín,29/7/2022,2:20:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,15-19,M,M,30-34,C,No
12567,HD M,Chaco,Libertador General San Martín,23/7/2022,3:20:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,15-19,C,No
12568,HD M,Chaco,Libertador General San Martín,7/7/2022,19:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,No,40-44,M,M,25-29,C,No
12569,HD F Cis Trans Travesti-Posible femicidio,Chaco,San Fernando,4/7/2022,3:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F,-----------,C,-------,SD,---------,No,15-19,M,M,25-29,C,No
12570,HD M,Chaco,San Fernando,2/7/2022,6:00:00,2,1,Vía pública,,Vía pública,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,No,15-19,M,M,25-29,C,No
12571,HD M,Chaco,General Güemes,27/8/2022,20:55:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,25-29,M,M,20-24,C,No
12572,HD M,Chaco,Libertador General San Martín,7/8/2022,11:30:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,65-69,M,M,40-44,C,No
12573,HD M,Chaco,Maipú,7/8/2022,8:08:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,15-19,M,M,20-24,C,No
12574,HD M,Chaco,San Fernando,6/8/2022,21:00:00,4,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,15-19,M,M,45-49,C,No
12575,HD M,Chaco,Comandante Fernández,3/9/2022,13:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,20-24,M,M,20-24,C,No
12576,HD M,Chaco,San Fernando,29/9/2022,17:45:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,25-29,M,M,25-29,C,No
12577,HD F Cis Trans Travesti-Femicidio,Chaco,Almirante Brown,12/10/2022,7:15:00,1,1,Otro lugar,Hospital,Establecimiento de salud,Arma blanca,,No,,F,F,-----------,C,-------,Jubilado/pensionado,---------,Conyuge/ pareja,45-49,M,M,35-39,C,Conyuge/ pareja
12578,HD M,Chaco,Libertador General San Martín,21/10/2022,12:25:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,30-34,M,M,25-29,C,No
12579,HD M,Chaco,Libertador General San Martín,15/10/2022,6:50:00,3,1,Otro lugar,Zona rural,Campo/descampado/zona rural,Arma blanca,,No,,M,M,-----------,C,-------,Desocupado,---------,No,40-44,M,M,20-24,C,No
12580,HD M,Chaco,San Fernando,5/10/2022,11:40:00,2,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,Desocupado,---------,No,55-59,M,M,SD,C,No
12581,HD F Cis Trans Travesti-Femicidio,Chaco,Comandante Fernández,10/11/2022,12:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Estudiante,---------,Conyuge/ pareja,15-19,M,M,20-24,C,Conyuge/ pareja
12582,HD F Cis Trans Travesti-Otro homicidio,Chaco,San Fernando,25/11/2022,18:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,F,F,-----------,C,-------,Empleado de otros sectores,---------,No,50-54,M,M,20-24,C,No
12583,HD F Cis Trans Travesti-Posible femicidio,Chaco,San Fernando,1/11/2022,4:00:00,2,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Empleado de otros sectores,---------,Padre/Madre,45-49,M,M,20-24,C,No
12584,HD M,Chaco,San Fernando,16/11/2022,18:20:00,3,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,20-24,M,M,SD,C,No
12585,HD M,Chaco,Chacabuco,2/12/2022,16:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,30-34,F,F,40-44,C,No
12586,HD F Cis Trans Travesti-Femicidio,Chaco,Libertador General San Martín,31/12/2022,1:45:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,-----------,C,-------,Desocupado,---------,Conyuge/ pareja,35-39,M,M,40-44,C,Conyuge/ pareja
12587,HD M,Jujuy,Dr. Manuel Belgrano,13/2/2022,8:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,Sí robo,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,No,45-49,M,M,25-29,C,No
12588,HD M,Jujuy,Dr. Manuel Belgrano,15/5/2022,6:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,SD,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,Conyuge/ pareja,25-29,F,F,20-24,C,Conyuge/ pareja
12589,HD F Cis Trans Travesti-Femicidio,Jujuy,Ledesma,14/10/2022,14:00:00,1,1,Vía pública,,Vía pública,Objeto contundente,,SD,,F,F,-----------,C,-------,Estudiante,---------,Ex conyuge / ex pareja,15-19,M,M,SD,C,Ex conyuge / ex pareja
12590,HD F Cis Trans Travesti-Femicidio,Neuquén,Confluencia,12/2/2023,21:30:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,F,F,,C,-------,,,Otras relaciones no familiares,20-24,M,M,55-59,C,Otras relaciones no familiares
12591,HD M,Neuquén,Confluencia,26/2/2023,0:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,,C,-------,Desocupado,,SD,20-24,M,M,SD,SD,SD
12592,HD M,Neuquén,Confluencia,4/2/2023,17:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,,C,-------,Desocupado,,SD,20-24,M,M,15-19,C,SD
12593,HD M,Neuquén,Confluencia,10/2/2023,21:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,,C,-------,Empleado de otros sectores,,Cliente / proveedor,40-44,M,M,35-39,C,Cliente / proveedor
12594,HD F Cis Trans Travesti-Femicidio,Neuquén,Confluencia,12/2/2023,5:50:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,F,F,,C,-------,,,Ex conyuge / ex pareja,60-64,M,M,55-59,C,Ex conyuge / ex pareja
12595,HD M,Santa Cruz,Deseado,19/2/2023,9:15:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,,C,-------,,,SD,20-24,M,M,20-24,C,SD
12596,HD F Cis Trans Travesti-Femicidio,Río Negro,General Roca,12/8/2022,21:00:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,F,F trans/travesti,-----------,C,-------,SD,---------,Otras relaciones no familiares,45-49,M,M,30-34,C,Otras relaciones no familiares
12597,HD F Cis Trans Travesti-Femicidio,La Rioja,Capital,20/7/2022,20:20:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,Femicidio,F,F,-----------,C,-------,Ama de casa,---------,Conyuge/ pareja,50-54,M,M,60-64,C,Conyuge/ pareja
12598,HD M,Santa Fe,Rosario,14/1/2022,15:10:00,1,1,Vía pública,,Vía pública,SD,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,SD,SD,SD,SD,SD
12599,HD M,Santa Fe,Rosario,23/1/2022,11:11:11,1,1,Domicilio particular,,Domicilio particular,Quemaduras,,No,,M,M,-----------,C,-------,SD,---------,No,30-34,M,M,30-34,C,No
12600,HD M,Santa Fe,Rosario,10/4/2022,16:12:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,30-34,SD,SD,SD,SD,SD
12601,HD M,Santa Fe,Rosario,19/8/2022,20:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,SD,15-19,SD,SD,SD,SD,SD
12602,HD M,Santa Fe,Rosario,6/11/2022,11:30:00,1,1,Domicilio particular,,Domicilio particular,Quemaduras,,No,,M,M,-----------,C,-------,SD,---------,SD,45-49,SD,SD,SD,SD,SD
12603,HD M,Santa Fe,Rosario,30/11/2022,2:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,40-44,SD,SD,SD,SD,SD
12604,HD M,Santa Fe,Rosario,27/12/2022,14:35:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,20-24,SD,SD,SD,SD,SD
12605,HD M,Misiones,General Manuel Belgrano,9/2/2022,13:00:00,1,1,Otro lugar,Campo/descampado/zona rural,Campo/descampado/zona rural,Arma de fuego,,SD,,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,15-19,M,M,15-19,C,Otros vínculos familiares
12606,HD M,Misiones,Capital,8/4/2022,15:50:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,Empleado de otros sectores,---------,No,35-39,M,M,20-24,C,No
12607,HD M,Misiones,San Pedro,29/4/2022,12:00:00,2,1,Domicilio particular,,Domicilio particular,Objeto contundente,,Sí robo,,M,M,-----------,C,-------,Jubilado/pensionado,---------,No,85-89,M,M,25-29,C,No
12608,HD F Cis Trans Travesti-Otro homicidio,Misiones,Capital,2/5/2022,23:20:00,6,1,Domicilio particular,,Domicilio particular,Ahorcamiento / asfixia,,Sí robo,,F,F,-----------,C,-------,Jubilado/pensionado,---------,No,70-74,M,M,45-49,C,No
12609,HD M,Misiones,San Pedro,11/12/2022,5:20:00,1,1,Vía pública,"Comunidad mbya guarani ""alecrin""",Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,No,30-34,M,M,35-39,C,No
12610,HD M,Misiones,San Pedro,25/12/2022,4:10:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,40-44,M,M,25-29,C,Otros vínculos familiares
12611,HD M,La Rioja,Famatina,8/7/2022,6:45:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,Desocupado,---------,No,40-44,M,M,30-34,Otra fuerza de seguridad,No
12612,HD M,Río Negro,Pichi Mahuida,7/9/2022,11:55:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,35-39,C,No
12613,HD M,Río Negro,Avellaneda,18/9/2022,5:10:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,Sí robo,,M,M,-----------,C,-------,Trabajador cuenta propia,---------,No,25-29,M,M,15-19,C,No
12614,HD M,Río Negro,General Roca,24/9/2022,19:00:00,1,1,Otro lugar,Centro recreativo,Canchas/club,Objeto contundente,,No,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,25-29,M,M,40-44,C,Otras relaciones no familiares
12615,HD M,Río Negro,General Roca,30/10/2022,22:10:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,Arma fuego tipo tumbera fabricación casera,No,,M,M,-----------,C,-------,SD,---------,SD,45-49,SD,SD,SD,SD,SD
12616,HD M,Río Negro,General Roca,1/11/2022,2:44:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Hermano/a,25-29,M,M,15-19,C,Hermano/a
12617,HD M,Río Negro,Bariloche,6/11/2022,3:30:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,- Menor,---------,Hijo/a,4 o menos,F,F,30-34,SD,Padre/Madre
12618,HD M,Río Negro,General Roca,23/12/2022,22:23:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,25-29,SD,SD,SD,SD,SD
12619,HD M,Catamarca,Capital,16/1/2023,12:50:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,Sí robo,,M,M,,C,-------,Jubilado/pensionado,,Otros vínculos familiares,80-84,M,M,30-34,C,Otros vínculos familiares
12620,HD M,Tucumán,Cruz Alta,9/1/2022,21:50:00,1,1,Vía pública,,Vía pública,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,25-29,F,F,25-29,C,Otras relaciones no familiares
12621,HD M,Tucumán,Yerba Buena,10/1/2022,23:30:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,25-29,M,M,25-29,C,Otras relaciones no familiares
12622,HD M,Tucumán,Capital,16/1/2022,6:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,25-29,F,F,15-19,C,Otros vínculos familiares
12623,HD M,Tucumán,Chicligasta,23/1/2022,22:30:00,1,1,Vía pública,,Vía pública,Golpes,,Sí robo,,M,M,-----------,C,-------,SD,---------,No,20-24,SD,SD,SD,SD,No
12624,HD M,Tucumán,Lules,29/1/2022,6:50:00,1,1,Vía pública,,Vía pública,Arma blanca,,No,,M,M,-----------,C,-------,SD,---------,Otros vínculos familiares,15-19,M,M,25-29,C,Otros vínculos familiares
12625,HD M,Tucumán,Burruyacú,30/1/2022,22:00:00,2,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,50-54,Policía en franco,No
12626,HD M,Tucumán,Capital,31/1/2022,3:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,No,25-29,M,M,25-29,C,No
12627,HD M,Tucumán,Chicligasta,1/2/2022,19:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,SD,25-29,M,M,45-49,C,SD
12628,HD M,Tucumán,Capital,5/2/2022,0:20:00,1,1,Vía pública,,Vía pública,Arma blanca,,Sí robo,,M,M,-----------,C,-------,SD,---------,No,15-19,SD,M,SD,SD,No
12629,HD M,Tucumán,Capital,14/2/2022,11:25:00,1,1,Domicilio particular,,Domicilio particular,Ahorcamiento / asfixia,,No,,M,M,-----------,C,-------,- Menor,---------,Hijo/a,4 o menos,M,M,SD,C,Padre/Madre
12630,HD M,Tucumán,Capital,17/2/2022,0:47:00,2,1,Domicilio particular,,Domicilio particular,Arma de fuego,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,SD,20-24,M,M,SD,C,SD
12631,HD M,Tucumán,Capital,20/2/2022,15:30:00,1,1,Vía pública,,Vía pública,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,No,15-19,M,M,SD,C,No
12632,HD M,Tucumán,Lules,21/2/2022,2:00:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Hermano/a,20-24,M,M,SD,C,Hermano/a
12633,HD M,Tucumán,Monteros,23/2/2022,0:00:00,1,2,Otro lugar,Basural,Basural/centro de reciclaje/relleno sanitario,Arma de fuego,,No,,M,M,-----------,C,-------,SD,---------,SD,55-59,SD,SD,SD,SD,SD
12634,HD M,Tucumán,Yerba Buena,27/2/2022,13:45:00,1,1,Vía pública,,Vía pública,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,25-29,C,No
12635,HD M,Tucumán,Capital,27/3/2022,6:00:00,2,1,Vía pública,,Vía pública,Arma de fuego,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,No,30-34,M,M,SD,C,No
12636,HD M,Tucumán,Tafí Viejo,28/3/2022,0:00:00,3,2,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,Otra fuerza de seguridad,Servicio Penitenciario,SD,---------,No,50-54,M,M,50-54,C,No
12637,HD M,Tucumán,Chicligasta,31/3/2022,21:30:00,2,1,Domicilio particular,,Domicilio particular,Objeto contundente,,Sí robo,,M,M,-----------,C,-------,SD,---------,No,80-84,M,M,SD,C,No
12638,HD M,Tucumán,Cruz Alta,3/4/2022,0:00:00,1,1,Domicilio particular,,Domicilio particular,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,80-84,M,M,45-49,C,Otras relaciones no familiares
12639,HD M,Tucumán,Capital,9/4/2022,1:55:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,No,20-24,M,M,15-19,C,No
12640,HD M,Tucumán,Capital,10/4/2022,12:00:00,1,1,Domicilio particular,,Domicilio particular,Objeto contundente,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Padre/Madre,60-64,M,M,SD,C,Hijo/a
12641,HD M,Tucumán,Capital,18/4/2022,3:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,25-29,F,F,25-29,C,Otras relaciones no familiares
12642,HD M,Tucumán,Capital,18/4/2022,0:00:00,1,1,Vía pública,,Vía pública,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,SD,60-64,SD,SD,SD,C,SD
12643,HD M,Tucumán,Capital,21/4/2022,21:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,Otra fuerza de seguridad,Servicio Penitenciario,Empleado de otros sectores,---------,No,30-34,SD,SD,SD,C,No
12644,HD M,Tucumán,Capital,21/4/2022,0:00:00,1,1,Cárcel o comisaría,,Cárcel o comisaría,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C detenido,-------,SD,---------,Otras relaciones no familiares,30-34,M,M,20-24,C detenido,Otras relaciones no familiares
12645,HD M,Tucumán,Lules,23/4/2022,4:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,SD,---------,No,20-24,F,F,40-44,C,No
12646,HD M,Tucumán,Capital,30/4/2022,16:00:00,1,1,Cárcel o comisaría,,Cárcel o comisaría,Arma blanca,,Si otro delito,Lesiones dolosas,M,M,-----------,C detenido,-------,SD,---------,Otras relaciones no familiares,25-29,M,M,25-29,C detenido,Otras relaciones no familiares
12647,HD M,Tucumán,Capital,2/5/2022,1:00:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,25-29,M,M,25-29,C,Otras relaciones no familiares
12648,HD M,Tucumán,Capital,14/5/2022,12:40:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,25-29,M,M,70-74,C,Otras relaciones no familiares
12649,HD M,Tucumán,Capital,19/5/2022,0:20:00,1,1,Vía pública,,Vía pública,Arma de fuego,,Sí robo,,M,M,-----------,C,-------,SD,---------,No,60-64,M,M,25-29,C,No
12650,HD M,Tucumán,Capital,21/5/2022,23:40:00,1,1,Domicilio particular,,Domicilio particular,Arma de fuego,,Si otro delito,Lesiones dolosas,M,M,-----------,C,-------,SD,---------,Otras relaciones no familiares,35-39,M,M,60-64,C,Otras relaciones no familiares
